,Name,Star Rating,State,Date,Players,Matches
322,Huntsman World Senior Games 2023,2,UT,10/09/2023 -10/12/2023,202,783
323,2023 USATT California State Championships,4,CA,10/07/2023 -10/09/2023,213,681
324,Westford TTC October 2023 Open,0,MA,10/08/2023 -10/08/2023,31,112
325,PPC 2023 Fall Open,2,OR,10/07/2023 -10/08/2023,80,333
326,2023 October Open @ Princeton Pong,3,NJ,10/07/2023 -10/08/2023,115,386
327,2023 HITTA Fall Open Tournament,2,TX,10/07/2023 -10/08/2023,114,519
328,2023 USATT Virginia State Championships,2,VA,10/07/2023 -10/08/2023,59,261
329,2023 Fall Tournament,4,FL,10/06/2023 -10/08/2023,108,491
330,OCTTA BUTTERFLY FIRST ANNUAL SENIORS OPEN,2,CA,10/06/2023 -10/08/2023,109,373
331,HCTT Circuit - October,0,MD,10/07/2023 -10/07/2023,45,153
332,36th Annual Bernard Hock Open,2,IN,10/07/2023 -10/07/2023,64,224
333,Motor City Fall 2023 Open,2,MI,10/06/2023 -10/07/2023,75,240
334,MDTTC September Open 2023,2,MD,09/30/2023 -10/01/2023,117,435
335,LATTA Butterfly Patty Martinez-Wasserman Open Sept 2023,3,CA,09/30/2023 -10/01/2023,128,501
336,2023 San Antonio Fall Open,2,TX,09/30/2023 -10/01/2023,44,203
337,Trolley Car X PingPod September 2023 Open,0,PA,09/30/2023 -09/30/2023,8,12
338,2023 CTTC September Giant Round Robin,2,NC,09/30/2023 -09/30/2023,44,172
339,FLORIDA ORANGE BLOSSOM TABLE TENNIS SERIES - 2023 - LAKELAND - SEPTEMBER CLASSIC OPEN,2,FL,09/29/2023 -09/29/2023,71,317
340,2023 NEWARK BUTTERFLY SEPTEMBER OPEN,2,CA,09/24/2023 -09/24/2023,87,181
341,Westchester September 2023 Open,4,NY,09/23/2023 -09/24/2023,216,860
342,2023 Arizona Open & Giant Round Robin,2,AZ,09/23/2023 -09/24/2023,68,366
343,Northshore TTC 2023 Fall Open,2,LA,09/23/2023 -09/24/2023,42,128
344,DAC September Open,3,MI,09/23/2023 -09/23/2023,41,147
345,MLTT Santa Cruz,2,CA,09/22/2023 -09/23/2023,22,24
346,"New Jersey Table Tennis Club Sep. 17, 2023 Open",2,NJ,09/17/2023 -09/17/2023,28,91
347,2023 Pong Planet Butterfly Open,3,CA,09/16/2023 -09/17/2023,94,261
348,MLTT Daytona Beach,2,FL,09/15/2023 -09/17/2023,21,24
349,Richard Hicks Memorial Open,2,IN,09/15/2023 -09/17/2023,69,314
350,2023 Austin Fall Open,3,TX,09/16/2023 -09/16/2023,87,322
351,NYISC September Open 2023,2,NY,09/16/2023 -09/16/2023,33,97
352,2023 Butterfly September Tournament,0,NC,09/10/2023 -09/10/2023,40,195
353,Newton TTC September 2023 Open,0,MA,09/10/2023 -09/10/2023,22,73
354,2023 USATT Illinois State Championships,1,IL,09/09/2023 -09/10/2023,98,287
355,2023 SPTTC September Open,1,WA,09/09/2023 -09/10/2023,118,485
356,ASLT Weekend September 2023,2,CA,09/09/2023 -09/09/2023,62,200
357,USATT 90th Anniversary Paddle Palace Fall Open,2,GA,09/09/2023 -09/09/2023,112,361
358,Silicon Valley Fall Championships 2023,4,CA,09/02/2023 -09/04/2023,252,1134
359,Westford TTC September 2023 Open,0,MA,09/03/2023 -09/03/2023,29,100
360,2023 September Open @ Princeton Pong,3,NJ,09/02/2023 -09/03/2023,108,342
361,HCTT Circuit - September,0,MD,09/02/2023 -09/02/2023,39,143
362,Westchester August 2023 Open,4,NY,08/26/2023 -08/27/2023,206,791
363,ICC JOOLA Fall Open,4,CA,08/26/2023 -08/27/2023,176,578
364,2023 TT&M's Butterfly Fall Open,2,AZ,08/25/2023 -08/27/2023,69,341
365,Denver NorthSide TTC Summer Community Tournament,0,CO,08/26/2023 -08/26/2023,61,184
366,LATTA Butterfly Open August 2023,2,CA,08/26/2023 -08/26/2023,68,210
367,FLORIDA ORANGE BLOSSOM TABLE TENNIS SERIES SUMMER CLASSIC OPEN 2023,2,FL,08/25/2023 -08/26/2023,83,384
368,"New Jersey Table Tennis Club Aug. 20 , 2023 Open",2,NJ,08/20/2023 -08/20/2023,22,64
369,MLTT Combine West,2,CA,08/19/2023 -08/20/2023,30,118
370,MDTTC August Open 2023,2,MD,08/19/2023 -08/20/2023,101,356
371,2023 USATT Georgia State Championships,4,GA,08/19/2023 -08/20/2023,82,397
372,2023 San Antonio Summer Open,2,TX,08/19/2023 -08/19/2023,48,187
373,USATT 90th Anniversary - Phoenixville Table Tennis Club Open,1,PA,08/19/2023 -08/19/2023,28,77
374,NYISC August 2023 Open,0,NY,08/19/2023 -08/19/2023,23,74
375,2023 ALABAMA CLOSED CHAMPIONSHIPS,2,AL,08/19/2023 -08/19/2023,39,123
376,California Open 2023,2,CA,08/19/2023 -08/19/2023,68,217
377,Gold Coast TTC August 2023 Open,0,NY,08/13/2023 -08/13/2023,44,137
378,2023 Experior Summer Open,1,IL,08/12/2023 -08/13/2023,100,297
379,MLTT Combine East,0,NJ,08/12/2023 -08/13/2023,39,180
380,2023 Joola LA Open,4,CA,08/12/2023 -08/13/2023,267,878
381,"2023 HITTA August Star of Tomorrow, Rated & Giant RR Tournament",2,TX,08/12/2023 -08/13/2023,87,411
382,2nd Annual Mac Horn Memorial,2,TX,08/12/2023 -08/12/2023,22,103
383,LYTTC August Open 2023,0,NJ,08/12/2023 -08/12/2023,75,290
384,Trolley Car X PingPod August 2023 Open,0,PA,08/12/2023 -08/12/2023,12,38
385,Westford TTC August 2023 Open,0,MA,08/06/2023 -08/06/2023,31,114
386,2023 August Open @ Princeton Pong,3,NJ,08/05/2023 -08/06/2023,94,311
387,Spin & Smash August Open,2,OH,08/05/2023 -08/06/2023,90,385
388,2023 Butterfly Teams Tournament,0,NC,08/05/2023 -08/06/2023,45,319
389,Alameda Ping Pong Gym Summer Tournament 2023,2,CA,08/05/2023 -08/06/2023,96,273
390,HCTT Circuit - August,0,MD,08/05/2023 -08/05/2023,46,156
391,USATT 90th Anniversary - 2023 West Virginia Open,4,WV,07/30/2023 -07/30/2023,46,114
392,Westchester July 2023 Open,4,NY,07/29/2023 -07/30/2023,254,1031
393,2023 Arizona State Championships,2,AZ,07/29/2023 -07/30/2023,68,314
394,2023 Austin 4th Annual Kenneth Beauchamp Summer Open,3,TX,07/29/2023 -07/29/2023,93,324
395,LATTA Butterfly Open July 2023,2,CA,07/29/2023 -07/29/2023,105,342
396,"New Jersey Table Tennis Club July 23, 2023 Open",2,NJ,07/23/2023 -07/23/2023,22,65
397,2023 HITTA July Giant RR Tournament,2,TX,07/23/2023 -07/23/2023,67,271
398,PPC 2023 Summer Open,1,OR,07/22/2023 -07/23/2023,85,347
399,2023 Florida Open,4,FL,07/20/2023 -07/23/2023,178,951
400,NYISC July 2023 Open,0,NY,07/22/2023 -07/22/2023,33,96
401,FLORIDA ORANGE BLOSSOM TABLE TENNIS SERIES- LAKELAND JULY CLASSIC OPEN 2023,2,FL,07/21/2023 -07/22/2023,64,308
402,2023 Georgia Games Championships,2,GA,07/15/2023 -07/16/2023,107,254
403,2023 Upside Down Giant RR,0,PA,07/15/2023 -07/15/2023,45,144
404,ORLANDO’S ANNUAL SUMMER OPEN,2,FL,07/09/2023 -07/09/2023,57,231
405,Westford TTC July 2023 Open,0,MA,07/09/2023 -07/09/2023,52,164
406,2023 U.S. NATIONAL TABLE TENNIS CHAMPIONSHIPS,5,TX,07/03/2023 -07/07/2023,764,5789
407,2023 USATT National Club Team Championships,5,TX,07/02/2023 -07/04/2023,51,52
408,2023 July Open @ Princeton Pong,3,NJ,07/01/2023 -07/02/2023,95,305
409,HCTT Circuit - July,0,MD,07/01/2023 -07/01/2023,39,126
410,2023 PARAPAN AMERICAN GAMES TEAM TRIALS,5,TX,07/01/2023 -07/01/2023,23,42
411,Westchester June 2023 Open,4,NY,06/24/2023 -06/25/2023,267,1088
412,TTA Super Round Robin,0,CA,06/24/2023 -06/25/2023,5,10
413,Sac Summer Open presented by Paddle Palace,2,CA,06/24/2023 -06/24/2023,123,377
414,2023 Butterfly June Tournament,0,NC,06/24/2023 -06/24/2023,20,63
415,Northshore Table Tennis 2023 Summer Open,2,LA,06/24/2023 -06/24/2023,38,141
416,"New Jersey Table Tennis Club June 18 , 2023 Open",2,NJ,06/18/2023 -06/18/2023,37,120
417,FLORIDA SUNSHINE STATE GAMES 2023,2,FL,06/17/2023 -06/18/2023,62,356
418,MDTTC June Open 2023,2,MD,06/17/2023 -06/18/2023,109,385
419,LATTA Hong Shih Butterfly Open,3,CA,06/17/2023 -06/18/2023,121,462
420,USATT 90th Anniversary - 2023 Alamo City Open,0,TX,06/17/2023 -06/18/2023,51,218
421,2023 FREMONT BUTTERFLY JUNE OPEN,2,CA,06/16/2023 -06/18/2023,72,160
422,Arkansas Open Championships,1,AR,06/17/2023 -06/17/2023,27,111
423,$5000 Nittaku Ohio Open,2,OH,06/17/2023 -06/17/2023,96,440
424,NYISC June 2023 Open,0,NY,06/17/2023 -06/17/2023,19,56
425,Westford TTC June 2023 Open,0,MA,06/11/2023 -06/11/2023,44,167
426,2023 CTTC June Upside-Down,2,NC,06/10/2023 -06/11/2023,46,142
427,2023 PolDoor Open,1,IL,06/10/2023 -06/11/2023,88,282
428,808 PingPong Maui Open,2,HI,06/09/2023 -06/11/2023,23,104
429,ASLT Weekend June 2023,2,CA,06/09/2023 -06/11/2023,79,317
430,Butterfly Texas Summer Open,2,TX,06/10/2023 -06/10/2023,114,316
431,LYTTC June Open 2023,0,NJ,06/10/2023 -06/10/2023,97,376
432,Newton TTC June 2023 Open,0,MA,06/04/2023 -06/04/2023,20,45
433,2023 June Open @ Princeton Pong,3,NJ,06/03/2023 -06/04/2023,100,339
434,PPC 2023 Spring Open,1,OR,06/03/2023 -06/04/2023,101,395
435,2023 TT&M's Butterfly Summer Open,2,AZ,06/02/2023 -06/04/2023,67,272
436,"$16,000 Meiklejohn North American Seniors Open",2,CA,06/01/2023 -06/04/2023,119,353
437,HCTT Circuit - June,0,MD,06/03/2023 -06/03/2023,49,158
438,Paddle Palace 2023 Atlanta Summer Open,2,GA,06/03/2023 -06/03/2023,96,338
439,Missouri Show-Me State Games Open,2,MO,06/03/2023 -06/03/2023,37,177
440,BAPPA Butterfly Championship,2,CA,06/02/2023 -06/03/2023,21,64
441,888 TTC Invitational Tournament,0,CA,06/01/2023 -06/01/2023,11,12
442,888 Silicon Valley Team Championships 2023,4,CA,05/27/2023 -05/29/2023,229,708
443,Westchester May 2023 Open,4,NY,05/27/2023 -05/28/2023,217,874
444,America's Team Championship,4,IL,05/27/2023 -05/28/2023,158,971
445,2023 Butterfly May Upside Down Tournament,0,NC,05/27/2023 -05/28/2023,47,222
446,San Diego Paddle Palace Open ,4,CA,05/27/2023 -05/28/2023,165,595
447,2023 USATT Southwest Regional Championships,4,TX,05/26/2023 -05/28/2023,151,559
448,2023 Jim Wang Memorial Grnd Round Robin,1,TX,05/27/2023 -05/27/2023,24,107
449,"New Jersey Table Tennis Club May 21, 2023 Open",2,NJ,05/21/2023 -05/21/2023,15,47
450,SATTA May 2023 Open,1,NY,05/21/2023 -05/21/2023,65,213
451,ARARAT OPEN 2023,2,CA,05/21/2023 -05/21/2023,59,168
452,2023 USATT Southeast Regional Championships,4,FL,05/19/2023 -05/21/2023,115,642
453,2023 USATT Midwest Regional Championships,4,OH,05/19/2023 -05/21/2023,97,373
454,2023 USATT Northeast Regional Championships,4,NY,05/20/2023 -05/20/2023,82,236
455,USATT 90th Anniversary - 2023 GPPCTX SpinMaster TT Tournament,2,TX,05/20/2023 -05/20/2023,78,237
456,LATTA Butterfly Open May 2023,2,CA,05/20/2023 -05/20/2023,71,230
457,NYISC May 2023 Open,0,NY,05/20/2023 -05/20/2023,21,54
458,2023 USATT Pacific Regional Championships,4,CA,05/19/2023 -05/20/2023,70,215
459,Gold Coast TTC May 2023 Open,0,NY,05/14/2023 -05/14/2023,37,146
460,2023 USATT Indiana State Championships,2,IN,05/13/2023 -05/14/2023,40,146
461,LYTTC May Open 2023,0,NJ,05/13/2023 -05/13/2023,71,262
462,2023 USATT Pennsylvania State Championships,4,PA,05/12/2023 -05/13/2023,61,212
463,FLORIDA ORANGE BLOSSOM TABLE TENNIS SERIES SPRING CLASSIC OPEN 2023,2,FL,05/12/2023 -05/12/2023,91,380
464,2023 USATT Massachusetts State Championships,4,MA,05/07/2023 -05/07/2023,45,129
465,2023 May Open @ Princeton Pong,3,NJ,05/06/2023 -05/07/2023,107,331
466,SPTTC MAY GIANT RR & DOUBLES TOURNAMENT,1,WA,05/06/2023 -05/07/2023,64,283
467,ICC JOOLA Summer Open,4,CA,05/06/2023 -05/07/2023,147,495
468,Denver NorthSide TTC Spring Classic,0,CO,05/06/2023 -05/06/2023,61,188
469,2023 Austin Summer Giant Round Robin,3,TX,05/06/2023 -05/06/2023,81,337
470,USATT 90th Anniversary - HCTT Circuit May Tournament,0,MD,05/06/2023 -05/06/2023,46,145
471,Motor City Open 2023,2,MI,05/06/2023 -05/06/2023,72,187
472,2023 CTTC May Pro-Am Teams,2,NC,05/06/2023 -05/06/2023,40,84
473,Westchester April 2023 Open,4,NY,04/29/2023 -04/30/2023,257,998
474,2023 Experior Spring Open,1,IL,04/29/2023 -04/30/2023,94,303
475,2023 Phoenix Open,2,AZ,04/29/2023 -04/30/2023,71,273
476,2023 FREMONT BUTTERFLY APRIL OPEN,2,CA,04/28/2023 -04/30/2023,90,198
477,2023 USATT Michigan State Championships,4,MI,04/28/2023 -04/30/2023,86,334
478,2023 Butterfly Cary Cup,0,NC,04/27/2023 -04/30/2023,157,981
479,USATT 90th Anniversary - Miami Table Tennis Club April 2023 Tournament,2,FL,04/29/2023 -04/29/2023,29,63
480,2023 USATT Wisconsin State Championships,4,WI,04/29/2023 -04/29/2023,56,162
481,LATTA Butterfly Open April 2023,2,CA,04/29/2023 -04/29/2023,105,359
482,Golden Triangle Family & Friends Invitation,0,TX,04/29/2023 -04/29/2023,26,97
483,"New Jersey Table Tennis Club April 23, 2023 Open",2,NJ,04/23/2023 -04/23/2023,30,95
484,Rhode Island Table Tennis 2023 Butterfly Spring,1,RI,04/23/2023 -04/23/2023,49,180
485,PPC 2023 2-Person Teams and Giant Round Robin,1,OR,04/22/2023 -04/23/2023,77,294
486,2023 USATT Texas State Championships,4,TX,04/21/2023 -04/23/2023,132,597
487,2023 USATT New York State Championships,4,NY,04/16/2023 -04/16/2023,57,170
488,2023 Big Island Open,2,HI,04/15/2023 -04/16/2023,14,99
489,2023 Pong Planet Butterfly Championships,3,CA,04/15/2023 -04/16/2023,81,234
490,Knoxville Gold Dollar Dogwood Open,2,TN,04/15/2023 -04/15/2023,47,197
491,RCTTC 2023 Spring RR Tournament,1,TX,04/15/2023 -04/15/2023,30,87
492,2023 Virginia Open Giant Round Robin,0,VA,04/15/2023 -04/15/2023,47,189
493,NYISC April 2023 Open,0,NY,04/15/2023 -04/15/2023,22,54
494,Westford TTC April 2023 Open,0,MA,04/09/2023 -04/09/2023,58,209
495,MDTTC April Open 2023,2,MD,04/08/2023 -04/09/2023,110,403
496,LYTTC April Open 2023,0,NJ,04/08/2023 -04/09/2023,59,253
497,2023 Adult National Team Trials,5,CA,04/07/2023 -04/09/2023,53,185
498,Northside TTC - Longmont Community Tournament,0,CO,04/08/2023 -04/08/2023,40,155
499,HCTT Circuit - April,0,MD,04/08/2023 -04/08/2023,14,44
500,2023 April Open @ Princeton Pong,2,NJ,04/01/2023 -04/02/2023,104,344
501,Spin & Smash Spring Open,2,OH,04/01/2023 -04/02/2023,80,280
502,2023 TTA BUTTERFLY BAY AREA OPEN,4,CA,04/01/2023 -04/02/2023,168,458
503,ASLT April 2023 Tournament,2,CA,03/31/2023 -04/02/2023,74,348
504,IndyPong Spring Open,2,IN,03/31/2023 -04/02/2023,70,300
505,2023 Butterfly Puerto Rico Teams Open,4,Puerto Rico,03/31/2023 -04/02/2023,335,2686
506,Pensacola's 22nd Annual Spring Open TTT,2,FL,04/01/2023 -04/01/2023,47,187
507,Westchester March 2023 Open,4,NY,03/25/2023 -03/26/2023,264,1028
508,2023 TT&M's Butterfly Madness,2,AZ,03/24/2023 -03/26/2023,61,291
509,2023 USATT Florida State Championships,4,FL,03/24/2023 -03/26/2023,125,587
510,LATTA Butterfly Open March 2023,2,CA,03/25/2023 -03/25/2023,100,361
511,2023 DFWTT Spring Open,1,TX,03/25/2023 -03/25/2023,82,222
512,$7000 Presper Financial Architects Open,2,OH,03/24/2023 -03/25/2023,97,700
513,"New Jersey Table Tennis Club March 19, 2023 Open",2,NJ,03/19/2023 -03/19/2023,28,69
514,ORLANDO’S ANNUAL WINTER OPEN,2,FL,03/19/2023 -03/19/2023,49,205
515,2023 HITTA Butterfly Spring Tournament,2,TX,03/18/2023 -03/19/2023,119,592
516,58th St. Joseph Valley Open,4,IN,03/18/2023 -03/19/2023,179,881
517,2023 Austin Spring Open,3,TX,03/18/2023 -03/18/2023,91,356
518, NYISC March 2023 Open ,0,NY,03/18/2023 -03/18/2023,17,42
519,Sac Winter Open Giant RR Singles & 3 Player Teams presented by Paddle Palace,2,CA,03/18/2023 -03/18/2023,152,422
520,2023 ALABAMA TEAMS CHAMPIONSHIP,2,AL,03/18/2023 -03/18/2023,50,133
521,Gold Coast TTC March 2023 Open,2,NY,03/12/2023 -03/12/2023,50,183
522,Davison Athletic Club March Open,0,MI,03/11/2023 -03/11/2023,39,144
523,2023 Atlanta Spring Round Robin,2,GA,03/11/2023 -03/11/2023,63,290
524,LYTTC March Open 2023,0,NJ,03/11/2023 -03/11/2023,86,332
525,Westford TTC March 2023 Open,0,MA,03/05/2023 -03/05/2023,43,139
526,2023 March Open @ Princeton Pong,2,NJ,03/04/2023 -03/05/2023,120,371
527,ICC JOOLA Spring Open,4,CA,03/04/2023 -03/05/2023,147,468
528,2023 SPTTC MARCH OPEN,1,WA,03/04/2023 -03/05/2023,109,439
529,2023 El Paso Spring Open Giant RR,2,TX,03/04/2023 -03/04/2023,21,95
530,2023 Junior National Team Trials – Part 1,5,NC,02/25/2023 -02/28/2023,207,968
531,2023 BUTTERFLY CHINESE NEW YEAR TOURNAMENT,0,NC,02/26/2023 -02/26/2023,49,175
532,2023 Best of the West Open & Giant Round Robin,2,AZ,02/25/2023 -02/26/2023,75,383
533,2023 Birmingham Hometown Table Tennis Spring Open,0,AL,02/25/2023 -02/25/2023,56,169
534,LATTA Butterfly Open February 2023,2,CA,02/25/2023 -02/25/2023,78,262
535,FLORIDA ORANGE BLOSSOM TABLE TENNIS SERIES WINTER CLASSIC OPEN 2023,2,FL,02/24/2023 -02/25/2023,110,465
536,Silicon Valley Championships,4,CA,02/18/2023 -02/20/2023,214,1099
537,"New Jersey Table Tennis Club Feb. 19, 2023 Open",2,NJ,02/19/2023 -02/19/2023,13,32
538,2023 Big Island Closed,1,HI,02/19/2023 -02/19/2023,18,64
539,Westchester February 2023 Open,4,NY,02/18/2023 -02/19/2023,178,736
540,PPC 2023 February Open,2,OR,02/18/2023 -02/19/2023,100,406
541,2023 Flow Chicago Open,1,IL,02/18/2023 -02/19/2023,97,296
542,2023 USATT OKLAHOMA STATE CHAMPIONSHIPS,4,OK,02/18/2023 -02/19/2023,53,209
543,MDTTC February Open 2023,2,MD,02/18/2023 -02/19/2023,114,443
544,2023 CTTC February Giant Round Robin,1,NC,02/18/2023 -02/18/2023,43,167
545,Davison Athletic Club February Open,0,MI,02/18/2023 -02/18/2023,45,178
546,2023 San Antonio Open and Teams,2,TX,02/11/2023 -02/12/2023,56,234
547,LYTTC February Open 2023,0,NJ,02/11/2023 -02/12/2023,89,365
548,Butterfly 2023 February BTTC,4,FL,02/10/2023 -02/12/2023,114,540
549,Huntington Beach Weekend February 2023,2,CA,02/11/2023 -02/11/2023,74,222
550,2023 AITTA Winter Open,2,GA,02/11/2023 -02/11/2023,56,264
551,NYISC February 2023 Open,0,NY,02/11/2023 -02/11/2023,28,88
552,2023 FREMONT BUTTERFLY FEBRUARY OPEN,2,CA,02/10/2023 -02/11/2023,78,179
553,California Table Tennis Small Tournament,0,CA,02/05/2023 -02/05/2023,4,6
554,Westford TTC February 2023 Open,0,MA,02/05/2023 -02/05/2023,51,171
555,2023 February Open @ Princeton Pong,2,NJ,02/04/2023 -02/05/2023,94,301
556,Butterfly Spin &Smash February Open,2,OH,02/04/2023 -02/05/2023,110,411
557,NorthSide - Winter Classic 2023,0,CO,02/04/2023 -02/04/2023,61,189
558,Westchester January 2023 Open,4,NY,01/28/2023 -01/29/2023,277,1152
559,2023 BUTTERFLY TEAMS ROUND ROBIN TOURNAMENT,0,NC,01/28/2023 -01/29/2023,91,663
560,2023 Butterfly Houston Lunar New Year Tournament,1,TX,01/28/2023 -01/28/2023,68,146
561,LATTA Butterfly January Open 2023,2,CA,01/28/2023 -01/28/2023,99,321
562,"New Jersey Table Tennis Club Jan. 22, 2023 Open",2,NJ,01/22/2023 -01/22/2023,24,78
563,2023 Austin Lunar New Year Giant Round Robin,2,TX,01/21/2023 -01/21/2023,86,381
564,$5000 Nittaku Ohio Open,2,OH,01/20/2023 -01/21/2023,99,734
565,Gold Coast TTC January 2023 Open,2,NY,01/15/2023 -01/15/2023,45,154
566,LYTTC Barry Dattel Memorial 2023,0,NJ,01/14/2023 -01/15/2023,70,278
567,Westford TTC January 2023 Open,0,MA,01/08/2023 -01/08/2023,52,186
568,2023 January Open @ Princeton Pong,2,NJ,01/07/2023 -01/08/2023,94,321
569,Westchester December 2022 Open,4,NY,12/29/2022 -12/30/2022,217,868
570,2022 U.S. OPEN TABLE TENNIS CHAMPIONSHIPS,5,CA,12/16/2022 -12/21/2022,875,5495
571,2022 LA Open,3,CA,12/10/2022 -12/11/2022,188,492
572,PPC 2022 Winter Open,2,OR,12/10/2022 -12/11/2022,64,260
573,MDTTC December Open,2,MD,12/10/2022 -12/11/2022,81,294
574,2022 FREMONT BUTTERFLY DECEMBER OPEN,2,CA,12/09/2022 -12/11/2022,47,115
575,IndyPong December Open,2,IN,12/09/2022 -12/11/2022,56,212
576,2022 Butterfly Minnesota Fall Classic,2,MN,12/10/2022 -12/10/2022,54,194
577,2022 San Antonio Winter Open,2,TX,12/10/2022 -12/10/2022,44,176
578,Westford TTC December 2022 Open,0,MA,12/04/2022 -12/04/2022,46,163
579,2022 Valley of the Sun Open,2,AZ,12/03/2022 -12/04/2022,67,262
580,ICC JOOLA Winter Open,4,CA,12/03/2022 -12/04/2022,108,426
581,Butterfly Spin &Smash December Open,2,OH,12/03/2022 -12/04/2022,96,366
582,Butterfly Carmel Barrau Open,4,FL,12/02/2022 -12/04/2022,138,716
583,SILICON VALLEY WINTERFEST,4,CA,12/02/2022 -12/04/2022,169,806
584,RCTTC 2022 Holiday Classic RR Tournament,1,TX,12/03/2022 -12/03/2022,18,47
585,6th Annual Mark Nordby Memorial,2,TX,12/03/2022 -12/03/2022,22,103
586,LATTA Butterfly December Open 2022,2,CA,12/03/2022 -12/03/2022,87,285
587,Ping Pong Diplomacy Celebration Tournament,0,NC,12/03/2022 -12/03/2022,50,174
588,"2022 December Open ""Birthday Bash"" @ Princeton Pong",2,NJ,12/03/2022 -12/03/2022,57,145
589,Lob Palace December Open,2,PA,12/03/2022 -12/03/2022,29,104
590,NYISC 2 Person Team Tournament,0,NY,12/03/2022 -12/03/2022,28,45
591,TTA Butterfly US Open Warm Up Tournament,3,CA,11/27/2022 -11/27/2022,28,66
592,2022 HITTA Butterfly Thanksgiving Tournament,2,TX,11/26/2022 -11/27/2022,103,404
593,2022 JOOLA North American Teams,4,MD,11/25/2022 -11/27/2022,1031,9421
594,Westchester November 2022 Open,4,NY,11/19/2022 -11/20/2022,212,774
595,2022 TT&M's Turkey Butterfly Open,2,AZ,11/18/2022 -11/20/2022,69,339
596,2022 Hawaii Island Open,2,HI,11/18/2022 -11/20/2022,31,193
597,Bay Area Ping Pong Friendship Tournament,0,CA,11/19/2022 -11/19/2022,6,7
598,Miami Table Tennis Club November 2022 Tournament,2,FL,11/19/2022 -11/19/2022,42,103
599,2022 Austin Table Tennis Late Fall Giant Round Robin,2,TX,11/19/2022 -11/19/2022,71,284
600,Davison Athletic Club November Open,0,MI,11/19/2022 -11/19/2022,31,132
601,FLORIDA STATE CLOSED,2,FL,11/19/2022 -11/19/2022,59,253
602,SATTA Nov 2022 Open,1,NY,11/13/2022 -11/13/2022,66,225
603,US-CHINA PING PONG Diplomacy 50th Anniversary Celebration tournament,1,IL,11/12/2022 -11/13/2022,84,230
604,LYTTC November Open - Farmer's Insurance,0,NJ,11/12/2022 -11/13/2022,64,215
605,16th Si & Patty Wasserman Junior & Open Championships,2,CA,11/11/2022 -11/13/2022,157,666
606,2022 Oregon State Championships,2,OR,11/12/2022 -11/12/2022,47,112
607,2022 DFWTT Fall Open,1,TX,11/12/2022 -11/12/2022,68,244
608,$8000 Presper Financial Architects Open,2,OH,11/11/2022 -11/12/2022,122,756
609,2022 Butterfly November Tournament,0,NC,11/06/2022 -11/06/2022,29,84
610,2022 November Open @ Princeton Pong,2,NJ,11/05/2022 -11/06/2022,97,307
611,6TH ANNUAL WA STATE CHAMPIONSHIPS & SPTTC NOVEMBER OPEN,1,WA,11/05/2022 -11/06/2022,109,416
612,2022 Paddle Palace Atlanta Winter Round Robin,2,GA,11/05/2022 -11/05/2022,60,273
613,Denver NorthSide TTC Fall Classic,2,CO,11/05/2022 -11/05/2022,53,183
614,NYISC November 2022 Open,0,NY,11/05/2022 -11/05/2022,42,115
615,Northshore Table Tennis 2022 Fall Open,2,LA,11/05/2022 -11/05/2022,29,91
616,Westchester October 2022 Open,4,NY,10/29/2022 -10/30/2022,207,832
